Date,Score,Resting Heart Rate,Body Battery,Pulse Ox,Respiration,Quality,Duration,Bedtime,Wake Time
9/29/2023,84,57,0,0,15,Good,7h 33min,11:45 PM,7:18 AM
9/28/2023,75,58,0,96,14,Fair,6h 34min,11:05 PM,6:36 AM
9/27/2023,88,58,0,96,14,Good,7h 41min,10:35 PM,7:24 AM
9/26/2023,81,55,0,96,14,Good,7h 31min,11:02 PM,6:47 AM
9/25/2023,81,56,0,96,15,Good,7h 10min,10:26 PM,6:20 AM
9/24/2023,81,59,0,97,16,Good,8h 5min,11:08 PM,7:14 AM
9/23/2023,86,57,0,97,15,Good,7h 33min,12:13 AM,8:04 AM
9/22/2023,91,56,0,0,15,Excellent,8h 4min,11:18 PM,7:34 AM
9/21/2023,49,59,0,95,16,Poor,7h 7min,11:19 PM,6:45 AM
9/20/2023,85,56,0,95,15,Good,7h 11min,11:28 PM,6:52 AM
9/19/2023,84,56,0,95,16,Good,7h 14min,11:50 PM,7:04 AM
9/18/2023,84,57,0,96,15,Good,7h 14min,11:01 PM,6:15 AM
9/17/2023,84,58,0,96,15,Good,8h 33min,10:23 PM,7:25 AM
9/16/2023,98,51,0,96,14,Excellent,8h 1min,11:33 PM,7:36 AM
9/15/2023,79,58,0,97,15,Fair,7h 10min,11:44 PM,7:18 AM
9/14/2023,86,57,0,97,14,Good,7h 32min,11:32 PM,7:04 AM
9/13/2023,86,59,0,94,16,Good,7h 46min,11:19 PM,7:05 AM
9/12/2023,70,58,0,97,14,Fair,6h 52min,10:48 PM,7:04 AM
9/11/2023,94,56,0,95,16,Excellent,8h 11min,11:01 PM,7:14 AM
9/10/2023,85,59,0,96,15,Good,7h 39min,12:18 AM,8:20 AM
9/9/2023,86,59,0,96,15,Good,8h 41min,10:47 PM,7:28 AM
9/8/2023,75,58,0,95,15,Fair,6h 33min,11:35 PM,6:09 AM
9/7/2023,87,58,0,95,15,Good,8h 33min,10:32 PM,7:05 AM
9/6/2023,78,57,0,97,15,Fair,7h 8min,11:31 PM,6:41 AM
9/5/2023,79,58,0,96,16,Fair,7h 23min,11:39 PM,7:05 AM
9/4/2023,80,57,0,96,15,Good,7h 34min,11:16 PM,6:55 AM
9/3/2023,79,59,0,96,15,Fair,7h 4min,12:06 AM,7:20 AM
9/2/2023,0,0,0,0,0,--,--,--,--
9/1/2023,93,55,0,0,15,Excellent,8h 11min,11:17 PM,7:30 AM
8/31/2023,84,55,0,94,15,Good,7h 41min,11:37 PM,7:40 AM
8/30/2023,88,57,0,97,15,Good,8h 26min,11:08 PM,7:35 AM
8/29/2023,83,60,0,96,14,Good,7h 47min,11:06 PM,7:02 AM
8/28/2023,88,56,0,96,15,Good,8h 42min,11:33 PM,8:41 AM
8/27/2023,74,60,0,97,15,Fair,8h 55min,11:27 PM,8:36 AM
8/26/2023,80,57,0,95,15,Good,9h 36min,10:13 PM,8:07 AM
8/25/2023,80,60,0,95,14,Good,7h 11min,11:35 PM,6:49 AM
8/24/2023,53,56,0,0,15,Poor,5h 2min,2:17 AM,7:22 AM
8/23/2023,0,57,0,99,13,Poor,3h 19min,4:24 PM,8:55 AM
8/22/2023,87,56,0,96,14,Good,9h 6min,11:30 PM,9:01 AM
8/21/2023,60,58,0,95,17,Fair,6h 30min,1:02 AM,7:34 AM
8/20/2023,70,59,0,97,15,Fair,6h 12min,3:52 AM,10:42 AM
8/19/2023,83,56,0,95,14,Good,8h 16min,11:24 PM,7:42 AM
8/18/2023,83,54,0,96,14,Good,7h 17min,11:42 PM,6:59 AM
8/17/2023,73,55,0,96,16,Fair,6h 30min,11:19 PM,6:03 AM
8/16/2023,95,53,0,94,15,Excellent,8h 8min,11:34 PM,7:42 AM
8/15/2023,0,0,0,0,0,--,--,--,--
8/14/2023,68,57,0,95,17,Fair,6h 53min,11:58 PM,6:57 AM
8/13/2023,94,51,0,98,14,Excellent,8h 57min,10:28 PM,7:46 AM
8/12/2023,84,56,0,97,15,Good,7h 56min,11:06 PM,7:27 AM
8/11/2023,85,53,0,0,0,Good,9h 35min,10:29 PM,8:35 AM
8/10/2023,83,57,0,0,0,Good,8h 36min,11:05 PM,8:05 AM
8/9/2023,66,56,0,98,15,Fair,9h 52min,10:22 PM,9:14 AM
8/8/2023,56,51,0,96,15,Poor,8h 36min,11:05 PM,8:05 AM
8/7/2023,81,53,0,96,15,Good,9h 32min,10:20 PM,8:31 AM
8/6/2023,62,52,0,96,15,Fair,8h 36min,11:05 PM,8:05 AM
8/5/2023,38,51,0,97,14,Poor,8h 36min,11:05 PM,8:05 AM
8/4/2023,77,54,0,96,14,Fair,6h 2min,11:51 PM,5:53 AM
8/3/2023,72,52,0,95,14,Fair,6h 1min,12:24 AM,6:31 AM
8/2/2023,0,0,0,0,0,--,--,--,--
8/1/2023,43,65,0,94,17,Poor,5h 32min,12:58 AM,6:30 AM
7/31/2023,0,0,0,0,0,--,--,--,--
7/30/2023,78,64,0,0,0,Fair,7h 20min,12:55 AM,8:23 AM
7/29/2023,74,58,0,0,17,Fair,6h 42min,11:33 PM,6:53 AM
7/28/2023,64,61,0,95,16,Fair,4h 58min,1:53 AM,6:56 AM
7/27/2023,74,57,0,94,16,Fair,5h 59min,1:30 AM,7:29 AM
7/26/2023,76,60,0,94,16,Fair,6h 59min,11:41 PM,6:41 AM
7/25/2023,69,57,0,92,15,Fair,6h 40min,12:29 AM,8:18 AM
7/24/2023,46,65,0,0,17,Poor,5h 37min,2:52 AM,8:30 AM
7/23/2023,49,63,0,94,16,Poor,4h 4min,3:52 AM,8:03 AM
7/22/2023,49,62,0,95,16,Poor,6h 43min,11:42 PM,6:26 AM
7/21/2023,77,59,0,95,15,Fair,6h 27min,12:20 AM,6:48 AM
7/20/2023,52,61,0,96,16,Poor,7h 6min,11:39 PM,6:46 AM
7/19/2023,82,61,0,94,16,Good,7h 6min,12:20 AM,7:27 AM
7/18/2023,26,65,0,93,17,Poor,3h 8min,2:29 AM,5:45 AM
7/17/2023,70,57,0,0,18,Fair,7h 50min,11:01 PM,6:51 AM
7/16/2023,59,59,0,96,18,Poor,4h 32min,12:16 AM,6:52 AM
7/15/2023,65,59,0,97,18,Fair,5h 1min,2:37 AM,8:05 AM
7/14/2023,33,63,0,94,17,Poor,3h 56min,4:45 AM,9:02 AM
7/13/2023,35,64,0,93,16,Poor,4h 16min,5:13 AM,10:25 AM
7/12/2023,61,63,0,92,19,Fair,4h 43min,12:18 AM,5:01 AM
7/11/2023,71,62,0,94,18,Fair,5h 53min,12:25 AM,6:18 AM
7/10/2023,70,62,0,93,20,Fair,5h 51min,12:59 AM,7:05 AM
7/9/2023,80,64,0,95,19,Good,7h 46min,10:55 PM,7:02 AM
7/8/2023,57,64,0,95,19,Poor,8h 20min,10:40 PM,7:30 AM
7/7/2023,79,57,0,97,18,Fair,6h 38min,10:50 PM,6:05 AM
7/6/2023,69,62,0,94,18,Fair,5h 55min,12:26 AM,7:13 AM
7/5/2023,66,60,0,94,18,Fair,5h 3min,1:18 AM,6:47 AM
7/4/2023,0,0,0,0,0,--,--,--,--
7/3/2023,46,58,0,96,18,Poor,6h 2min,12:06 AM,6:56 AM
7/2/2023,74,60,0,93,17,Fair,6h 2min,12:06 AM,6:56 AM
7/1/2023,51,58,0,95,18,Poor,4h 54min,2:16 AM,7:10 AM
6/30/2023,86,58,0,96,18,Good,8h 50min,9:15 PM,6:53 AM
6/29/2023,39,61,0,93,19,Poor,4h 10min,3:10 AM,7:23 AM
6/28/2023,80,57,0,93,19,Good,6h 33min,11:50 PM,6:23 AM
6/27/2023,78,58,0,92,18,Fair,6h 25min,12:05 AM,7:05 AM
6/26/2023,54,61,0,94,19,Poor,7h 39min,11:48 PM,7:27 AM
6/25/2023,80,55,0,95,18,Good,6h 28min,11:04 PM,5:57 AM
6/24/2023,88,58,0,95,18,Good,7h 21min,11:26 PM,6:48 AM
6/23/2023,49,62,0,94,19,Poor,7h 36min,11:43 PM,8:03 AM
6/22/2023,69,59,0,93,19,Fair,5h 38min,1:18 AM,7:13 AM
6/21/2023,65,62,0,93,19,Fair,6h 6min,12:31 AM,6:38 AM
6/20/2023,77,59,0,93,18,Fair,7h 13min,9:53 PM,6:52 AM
6/19/2023,60,61,0,94,19,Fair,5h 32min,12:56 AM,6:38 AM
6/18/2023,67,60,0,93,17,Fair,8h 2min,11:20 PM,7:22 AM
6/17/2023,62,60,0,92,17,Fair,5h 30min,12:59 AM,6:31 AM
6/16/2023,79,58,0,94,15,Fair,6h 58min,12:42 AM,7:40 AM
6/15/2023,78,57,0,94,16,Fair,6h 43min,11:33 PM,6:18 AM
6/14/2023,80,55,0,94,15,Good,8h 36min,9:29 PM,6:47 AM
6/13/2023,86,54,0,94,13,Good,7h 30min,11:14 PM,7:05 AM
6/12/2023,67,59,0,94,15,Fair,5h 23min,1:50 AM,7:19 AM
6/11/2023,78,56,0,96,16,Fair,6h 35min,11:21 PM,6:09 AM
6/10/2023,48,60,0,0,16,Poor,4h 33min,2:08 AM,6:41 AM
6/9/2023,70,58,0,95,15,Fair,5h 36min,12:19 AM,5:56 AM
6/8/2023,77,57,0,93,16,Fair,6h 40min,11:49 PM,6:29 AM
6/7/2023,66,61,0,93,17,Fair,6h 12min,11:16 PM,5:29 AM
6/6/2023,53,62,0,95,16,Poor,5h 55min,12:33 AM,6:32 AM
6/5/2023,35,57,0,95,15,Poor,4h 35min,10:24 PM,3:03 AM
6/4/2023,75,55,0,93,16,Fair,5h 59min,12:30 AM,6:29 AM
6/3/2023,73,57,0,94,16,Fair,6h 23min,11:34 PM,6:49 AM
6/2/2023,41,59,0,94,16,Poor,4h 22min,4:12 AM,8:36 AM
6/1/2023,79,60,0,93,17,Fair,7h 13min,10:54 PM,6:07 AM
5/31/2023,68,60,0,93,17,Fair,6h 10min,12:40 AM,7:01 AM
5/30/2023,73,55,0,94,15,Fair,6h 0min,12:01 AM,6:01 AM
5/29/2023,43,60,0,93,15,Poor,5h 21min,11:31 PM,4:53 AM
5/28/2023,83,54,0,96,14,Good,7h 22min,9:59 PM,5:50 AM
5/27/2023,70,54,0,91,15,Fair,5h 30min,1:01 AM,6:32 AM
5/26/2023,48,60,0,93,16,Poor,7h 17min,11:24 PM,7:31 AM
5/25/2023,74,58,0,94,16,Fair,6h 45min,12:04 AM,7:22 AM
5/24/2023,76,54,0,0,16,Fair,6h 45min,11:13 PM,5:59 AM
5/23/2023,88,53,0,94,15,Good,7h 29min,10:59 PM,6:28 AM
5/22/2023,69,57,0,94,15,Fair,5h 34min,1:22 AM,6:56 AM
5/21/2023,59,59,0,95,14,Poor,5h 13min,1:18 AM,7:09 AM
5/20/2023,80,53,0,94,15,Good,7h 3min,11:21 PM,6:34 AM
5/19/2023,64,56,0,93,15,Fair,4h 59min,3:21 AM,8:22 AM
5/18/2023,82,56,0,0,17,Good,7h 20min,12:01 AM,7:22 AM
5/17/2023,0,0,0,0,0,--,--,--,--
5/16/2023,85,56,0,94,17,Good,7h 44min,10:30 PM,6:55 AM
5/15/2023,70,57,0,95,17,Fair,5h 25min,12:46 AM,6:11 AM
5/14/2023,48,58,0,92,17,Poor,5h 48min,12:15 AM,6:04 AM
5/13/2023,40,62,0,94,16,Poor,6h 13min,10:18 PM,6:44 AM
5/12/2023,72,58,0,94,16,Fair,6h 0min,11:36 PM,5:36 AM
5/11/2023,60,60,0,0,17,Fair,4h 36min,2:48 AM,7:24 AM
5/10/2023,45,58,0,94,16,Poor,6h 55min,9:33 PM,6:06 AM
5/9/2023,84,55,0,95,14,Good,8h 26min,10:35 PM,7:25 AM
5/8/2023,51,58,0,95,16,Poor,4h 40min,1:03 AM,5:47 AM
5/7/2023,75,57,0,95,15,Fair,6h 13min,11:59 PM,6:12 AM
5/6/2023,72,59,0,95,16,Fair,5h 54min,11:36 PM,5:45 AM
5/5/2023,82,57,0,93,15,Good,7h 45min,11:33 PM,7:30 AM
5/4/2023,74,50,0,95,15,Fair,6h 29min,11:04 PM,5:44 AM
5/3/2023,44,56,0,96,16,Poor,3h 46min,2:28 AM,6:14 AM
5/2/2023,72,56,0,95,14,Fair,7h 4min,9:38 PM,5:50 AM
5/1/2023,78,56,0,94,17,Fair,6h 56min,10:56 PM,6:07 AM
4/30/2023,65,56,0,0,15,Fair,6h 17min,11:13 PM,5:30 AM
4/29/2023,73,55,0,95,16,Fair,6h 14min,11:14 PM,5:39 AM
4/28/2023,81,58,0,94,16,Good,8h 37min,10:03 PM,6:53 AM
4/27/2023,70,59,0,94,17,Fair,6h 13min,11:05 PM,5:38 AM
4/26/2023,79,56,0,93,16,Fair,6h 13min,12:15 AM,6:28 AM
4/25/2023,64,59,0,94,14,Fair,6h 55min,11:00 PM,6:29 AM
4/24/2023,77,53,0,95,16,Fair,6h 11min,11:28 PM,6:02 AM
4/23/2023,69,53,0,94,15,Fair,9h 2min,9:13 PM,7:22 AM
4/22/2023,43,59,0,96,15,Poor,6h 17min,12:19 AM,8:03 AM
4/21/2023,63,61,0,93,15,Fair,5h 46min,12:25 AM,6:14 AM
4/20/2023,50,60,0,0,16,Poor,6h 15min,12:32 AM,6:52 AM
4/19/2023,78,57,0,94,16,Fair,8h 3min,8:57 PM,5:59 AM
4/18/2023,46,61,0,94,15,Poor,4h 59min,11:34 PM,4:34 AM
4/17/2023,86,57,0,94,17,Good,7h 58min,9:54 PM,5:55 AM
4/16/2023,55,60,0,91,17,Poor,5h 52min,10:11 PM,5:41 AM
4/15/2023,72,57,0,94,14,Fair,7h 2min,10:40 PM,6:48 AM
4/14/2023,52,58,0,94,17,Poor,4h 23min,4:20 AM,8:44 AM
4/13/2023,89,53,0,95,15,Good,7h 54min,11:05 PM,7:02 AM
4/12/2023,81,57,0,93,17,Good,7h 23min,10:43 PM,6:38 AM
4/11/2023,57,60,0,95,16,Poor,5h 14min,12:40 AM,6:24 AM
4/10/2023,79,54,0,94,14,Fair,6h 30min,11:35 PM,6:14 AM
4/9/2023,82,58,0,92,16,Good,8h 6min,9:55 PM,6:25 AM
4/8/2023,81,56,0,95,16,Good,6h 22min,11:37 PM,6:12 AM
4/7/2023,86,56,0,94,16,Good,9h 5min,9:00 PM,6:24 AM
4/6/2023,68,59,0,95,15,Fair,6h 38min,11:45 PM,7:02 AM
4/5/2023,72,58,0,92,17,Fair,7h 43min,10:17 PM,6:04 AM
4/4/2023,72,55,0,94,15,Fair,6h 2min,12:36 AM,6:52 AM
4/3/2023,76,56,0,0,16,Fair,6h 22min,11:42 PM,6:04 AM
4/2/2023,0,0,0,0,0,--,--,--,--
4/1/2023,83,56,0,95,15,Good,7h 15min,10:02 PM,5:31 AM
3/31/2023,75,56,0,95,16,Fair,6h 26min,11:03 PM,5:30 AM
3/30/2023,75,56,0,95,13,Fair,6h 37min,10:36 PM,5:25 AM
3/29/2023,77,57,0,95,15,Fair,6h 11min,12:52 AM,7:03 AM
3/28/2023,84,58,0,0,15,Good,8h 22min,10:51 PM,7:13 AM
3/27/2023,74,59,0,93,16,Fair,6h 37min,11:19 PM,6:24 AM
3/26/2023,48,60,0,91,17,Poor,3h 53min,4:20 AM,8:24 AM
3/25/2023,49,61,0,96,16,Poor,6h 49min,2:56 AM,9:45 AM
3/24/2023,71,61,0,95,15,Fair,6h 54min,1:58 AM,9:14 AM
3/23/2023,0,0,0,0,0,--,--,--,--
3/22/2023,58,63,0,94,17,Poor,6h 33min,1:19 AM,8:27 AM
3/21/2023,50,60,0,0,0,Poor,7h 8min,2:33 AM,9:44 AM
3/20/2023,47,63,0,0,0,Poor,5h 56min,9:42 PM,3:40 AM
3/19/2023,29,65,0,0,0,Poor,3h 36min,6:20 AM,10:05 AM
3/18/2023,67,60,0,93,16,Fair,5h 35min,12:32 AM,6:08 AM
3/17/2023,47,55,0,93,16,Poor,3h 24min,4:16 AM,7:40 AM
3/16/2023,56,62,0,93,18,Poor,7h 46min,10:39 PM,7:33 AM
3/15/2023,72,59,0,92,16,Fair,5h 53min,12:12 AM,6:05 AM
3/14/2023,74,61,0,95,15,Fair,6h 47min,12:22 AM,7:11 AM
3/13/2023,74,60,0,0,16,Fair,7h 5min,11:21 PM,7:05 AM
3/12/2023,85,56,0,0,0,Good,7h 45min,11:19 PM,7:25 AM
3/11/2023,38,60,0,95,19,Poor,5h 7min,11:59 PM,6:45 AM
3/10/2023,81,56,0,0,0,Good,6h 48min,12:33 AM,7:24 AM
3/9/2023,71,56,0,0,0,Fair,5h 46min,12:28 AM,6:19 AM
3/8/2023,83,55,0,95,15,Good,7h 4min,11:05 PM,6:09 AM
3/7/2023,68,59,0,93,17,Fair,6h 53min,10:35 PM,6:37 AM
3/6/2023,86,56,0,0,15,Good,7h 22min,11:01 PM,6:31 AM
3/5/2023,73,58,0,94,16,Fair,6h 52min,11:22 PM,6:50 AM
3/4/2023,75,56,0,93,17,Fair,6h 17min,11:49 PM,6:06 AM
3/3/2023,79,56,0,93,16,Fair,7h 40min,9:40 PM,5:59 AM
3/2/2023,75,56,0,94,15,Fair,7h 36min,10:38 PM,6:59 AM
3/1/2023,73,57,0,93,16,Fair,6h 54min,11:34 PM,6:29 AM
2/28/2023,76,53,0,94,14,Fair,6h 17min,11:39 PM,6:18 AM
2/27/2023,75,57,0,0,17,Fair,6h 15min,12:08 AM,6:23 AM
2/26/2023,70,57,0,93,15,Fair,6h 1min,12:44 AM,6:45 AM
2/25/2023,76,60,0,93,15,Fair,6h 32min,11:57 PM,6:36 AM
2/24/2023,66,58,0,94,16,Fair,6h 32min,12:08 AM,7:24 AM
2/23/2023,78,58,0,94,15,Fair,8h 51min,10:18 PM,7:38 AM
2/22/2023,74,62,0,95,16,Fair,6h 32min,11:32 PM,6:04 AM
2/21/2023,81,56,0,96,15,Good,7h 7min,11:00 PM,6:07 AM
2/20/2023,75,56,0,93,16,Fair,6h 7min,12:32 AM,6:42 AM
2/19/2023,56,55,0,96,15,Poor,6h 7min,11:33 PM,6:58 AM
2/18/2023,40,58,0,91,16,Poor,4h 58min,4:16 AM,9:14 AM
2/17/2023,44,61,0,95,16,Poor,4h 58min,4:16 AM,9:14 AM
2/16/2023,55,63,0,96,15,Poor,6h 39min,12:06 AM,6:45 AM
2/15/2023,0,0,0,0,0,--,--,--,--
2/14/2023,0,0,0,0,0,--,--,--,--
2/13/2023,37,61,0,96,14,Poor,4h 56min,2:57 AM,8:02 AM
2/12/2023,66,60,0,97,14,Fair,7h 49min,8:46 PM,7:05 AM
2/11/2023,81,59,0,96,17,Good,8h 50min,9:37 PM,6:48 AM
2/10/2023,55,60,0,94,17,Poor,4h 14min,12:03 AM,4:17 AM
2/9/2023,75,57,0,92,16,Fair,6h 35min,11:26 PM,6:08 AM
2/8/2023,76,56,0,0,17,Fair,7h 7min,10:58 PM,6:38 AM
2/7/2023,68,57,0,94,17,Fair,5h 22min,1:11 AM,6:39 AM
2/6/2023,90,53,0,92,17,Excellent,7h 40min,10:34 PM,6:31 AM
2/5/2023,77,59,0,93,15,Fair,7h 2min,10:57 PM,6:12 AM
2/4/2023,86,54,0,94,15,Good,8h 31min,10:44 PM,7:22 AM
2/3/2023,57,60,0,93,17,Poor,6h 38min,12:20 AM,6:58 AM
2/2/2023,82,57,0,92,17,Good,7h 4min,11:00 PM,6:32 AM
2/1/2023,75,58,0,0,16,Fair,6h 15min,11:44 PM,5:59 AM
1/31/2023,75,60,0,95,16,Fair,7h 15min,11:18 PM,6:37 AM
1/30/2023,68,58,0,94,17,Fair,5h 26min,12:47 AM,6:13 AM
1/29/2023,76,59,0,93,16,Fair,6h 29min,11:38 PM,6:16 AM
1/28/2023,78,57,0,95,15,Fair,6h 54min,11:30 PM,6:24 AM
1/27/2023,80,56,0,95,15,Good,6h 55min,12:04 AM,6:59 AM
1/26/2023,78,58,0,93,16,Fair,6h 26min,11:45 PM,6:11 AM
1/25/2023,48,59,0,93,17,Poor,6h 16min,11:45 PM,6:13 AM
1/24/2023,83,55,0,93,17,Good,9h 12min,9:25 PM,6:44 AM
1/23/2023,68,57,0,96,16,Fair,6h 14min,11:22 PM,6:09 AM
1/22/2023,66,61,0,94,14,Fair,6h 46min,10:27 PM,5:33 AM
1/21/2023,82,55,0,94,16,Good,7h 3min,12:43 AM,7:46 AM
1/20/2023,88,57,0,94,17,Good,8h 2min,12:10 AM,8:12 AM
1/19/2023,82,61,0,94,17,Good,9h 8min,11:39 PM,9:22 AM
1/18/2023,78,55,0,94,16,Fair,8h 6min,10:49 PM,7:57 AM
1/17/2023,49,57,0,95,15,Poor,9h 20min,11:05 PM,8:37 AM
1/16/2023,21,62,0,0,13,Poor,3h 53min,4:29 AM,8:26 AM
1/15/2023,46,62,0,97,16,Poor,3h 53min,4:29 AM,8:26 AM
1/14/2023,76,61,0,0,17,Fair,7h 31min,12:25 AM,8:28 AM
1/13/2023,85,58,0,95,17,Good,8h 13min,11:39 PM,7:52 AM
1/12/2023,84,57,0,94,16,Good,8h 6min,11:00 PM,7:06 AM
1/11/2023,74,57,0,94,16,Fair,6h 57min,11:31 PM,6:33 AM
1/10/2023,89,56,0,94,16,Good,7h 50min,12:22 AM,8:13 AM
1/9/2023,76,56,0,96,16,Fair,6h 36min,11:30 PM,6:12 AM
1/8/2023,76,55,0,95,16,Fair,6h 52min,11:55 PM,6:50 AM
1/7/2023,79,57,0,0,16,Fair,6h 53min,11:49 PM,6:45 AM
1/6/2023,60,60,0,94,17,Fair,6h 2min,3:22 AM,9:33 AM
1/5/2023,75,59,0,95,15,Fair,8h 35min,11:07 PM,8:32 AM
1/4/2023,77,59,0,96,17,Fair,6h 48min,12:53 AM,7:41 AM
1/3/2023,89,56,0,96,14,Good,10h 29min,9:51 PM,8:31 AM
1/2/2023,44,62,0,94,15,Poor,6h 40min,11:52 PM,7:57 AM
1/1/2023,86,59,0,94,16,Good,8h 21min,10:57 PM,7:20 AM
12/31/2022,71,57,0,95,15,Fair,6h 51min,11:14 PM,6:51 AM
12/30/2022,78,61,0,94,17,Fair,8h 25min,11:00 PM,7:51 AM
12/29/2022,43,61,0,95,16,Poor,8h 2min,10:27 PM,7:56 AM
12/28/2022,78,54,0,95,14,Fair,6h 52min,10:53 PM,5:55 AM
12/27/2022,0,63,0,92,15,Poor,2h 35min,3:50 PM,7:08 AM
12/26/2022,74,61,0,93,16,Fair,6h 4min,12:26 AM,6:31 AM
12/25/2022,77,61,0,92,17,Fair,7h 27min,12:36 AM,8:36 AM
12/24/2022,77,59,0,94,16,Fair,6h 38min,12:04 AM,6:43 AM
12/23/2022,87,59,0,96,18,Good,7h 29min,12:34 AM,8:04 AM
12/22/2022,79,55,0,92,16,Fair,7h 22min,12:05 AM,8:22 AM
12/21/2022,78,61,0,95,17,Fair,6h 51min,1:56 AM,8:51 AM
12/20/2022,71,61,0,98,16,Fair,6h 13min,1:01 AM,7:14 AM
12/19/2022,79,62,0,94,20,Fair,7h 19min,12:09 AM,7:33 AM
12/18/2022,51,59,0,94,17,Poor,8h 20min,10:39 PM,7:50 AM
12/17/2022,81,60,0,93,17,Good,8h 13min,11:16 PM,7:45 AM
12/16/2022,65,58,0,93,17,Fair,8h 19min,10:00 PM,8:07 AM
12/15/2022,82,55,0,95,18,Good,7h 3min,11:43 PM,6:46 AM
12/14/2022,80,59,0,94,16,Good,7h 16min,11:06 PM,6:36 AM
12/13/2022,79,61,0,93,17,Fair,7h 47min,11:10 PM,7:20 AM
12/12/2022,82,62,0,94,17,Good,7h 57min,10:35 PM,6:35 AM
12/11/2022,92,53,0,94,15,Excellent,7h 49min,12:16 AM,8:09 AM
12/10/2022,84,56,0,95,15,Good,8h 6min,10:54 PM,7:38 AM
12/9/2022,56,59,0,93,17,Poor,9h 58min,9:54 PM,8:14 AM
12/8/2022,78,59,0,95,16,Fair,6h 19min,12:09 AM,6:39 AM
12/7/2022,65,61,0,95,17,Fair,6h 42min,12:36 AM,7:36 AM
12/6/2022,74,57,0,94,16,Fair,6h 13min,11:35 PM,6:22 AM
12/5/2022,72,57,0,94,17,Fair,5h 33min,1:11 AM,6:44 AM
12/4/2022,77,54,0,94,17,Fair,6h 18min,11:56 PM,6:14 AM
12/3/2022,60,59,0,94,16,Fair,6h 29min,10:39 PM,5:41 AM
12/2/2022,76,56,0,94,16,Fair,7h 51min,11:04 PM,8:06 AM
12/1/2022,63,63,0,96,17,Fair,5h 21min,12:56 AM,6:31 AM
11/30/2022,71,55,0,0,16,Fair,5h 30min,1:32 AM,7:02 AM
11/29/2022,79,60,0,95,17,Fair,7h 22min,10:41 PM,6:41 AM
11/28/2022,62,57,0,94,16,Fair,4h 47min,1:43 AM,6:31 AM
11/27/2022,80,58,0,96,17,Good,7h 16min,11:08 PM,6:44 AM
11/26/2022,76,56,0,0,17,Fair,6h 8min,11:59 PM,6:08 AM
